Year,"Country of Asylum","Country of Origin","Country of Asylum ISO","Country of Origin ISO",Refugees
2016,Slovenia,"Syrian Arab Rep.",SVN,SYR,118
2016,Sweden,"Syrian Arab Rep.",SWE,SYR,96914
2016,Switzerland,"Syrian Arab Rep.",CHE,SYR,11159
2016,"Syrian Arab Rep.","Syrian Arab Rep.",SYR,SYR,0
2016,Thailand,"Syrian Arab Rep.",THA,SYR,268
2016,Togo,"Syrian Arab Rep.",TGO,SYR,5
2016,"Trinidad and Tobago","Syrian Arab Rep.",TTO,SYR,31
2016,Tunisia,"Syrian Arab Rep.",TUN,SYR,504
2016,Türkiye,"Syrian Arab Rep.",TUR,SYR,2823987
2016,"United Arab Emirates","Syrian Arab Rep.",ARE,SYR,119
2016,Uganda,"Syrian Arab Rep.",UGA,SYR,7
2016,Ukraine,"Syrian Arab Rep.",UKR,SYR,446
2016,Uruguay,"Syrian Arab Rep.",URY,SYR,60
2016,"United States of America","Syrian Arab Rep.",USA,SYR,6444
2016,"Venezuela (Bolivarian Republic of)","Syrian Arab Rep.",VEN,SYR,5
2016,Yemen,"Syrian Arab Rep.",YEM,SYR,3249
2016,Zambia,"Syrian Arab Rep.",ZMB,SYR,5
2017,Albania,"Syrian Arab Rep.",ALB,SYR,5
2017,Algeria,"Syrian Arab Rep.",DZA,SYR,8
2017,Egypt,"Syrian Arab Rep.",EGY,SYR,126688
2017,Argentina,"Syrian Arab Rep.",ARG,SYR,370
2017,Armenia,"Syrian Arab Rep.",ARM,SYR,14680
2017,Australia,"Syrian Arab Rep.",AUS,SYR,477
2017,Austria,"Syrian Arab Rep.",AUT,SYR,43888
2017,Azerbaijan,"Syrian Arab Rep.",AZE,SYR,15
2017,Belgium,"Syrian Arab Rep.",BEL,SYR,9080
2017,Benin,"Syrian Arab Rep.",BEN,SYR,7
2017,Belarus,"Syrian Arab Rep.",BLR,SYR,87
2017,"Bolivia (Plurinational State of)","Syrian Arab Rep.",BOL,SYR,21
2017,Brazil,"Syrian Arab Rep.",BRA,SYR,2905
2017,"Bosnia and Herzegovina","Syrian Arab Rep.",BIH,SYR,15
2017,Bulgaria,"Syrian Arab Rep.",BGR,SYR,16549
2017,Canada,"Syrian Arab Rep.",CAN,SYR,3095
2017,Chad,"Syrian Arab Rep.",TCD,SYR,39
2017,China,"Syrian Arab Rep.",CHN,SYR,42
2017,Chile,"Syrian Arab Rep.",CHL,SYR,85
2017,Cameroon,"Syrian Arab Rep.",CMR,SYR,15
2017,Congo,"Syrian Arab Rep.",COG,SYR,9
2017,"Dem. Rep. of the Congo","Syrian Arab Rep.",COD,SYR,8
2017,Colombia,"Syrian Arab Rep.",COL,SYR,8
2017,"Costa Rica","Syrian Arab Rep.",CRI,SYR,9
2017,Cuba,"Syrian Arab Rep.",CUB,SYR,43
2017,Cyprus,"Syrian Arab Rep.",CYP,SYR,5274
2017,Czechia,"Syrian Arab Rep.",CZE,SYR,365
2017,Denmark,"Syrian Arab Rep.",DNK,SYR,19221
2017,Djibouti,"Syrian Arab Rep.",DJI,SYR,9
2017,"Dominican Rep.","Syrian Arab Rep.",DOM,SYR,0
2017,Ecuador,"Syrian Arab Rep.",ECU,SYR,39
2017,Estonia,"Syrian Arab Rep.",EST,SYR,151
2017,Ethiopia,"Syrian Arab Rep.",ETH,SYR,9
2017,Finland,"Syrian Arab Rep.",FIN,SYR,2370
2017,France,"Syrian Arab Rep.",FRA,SYR,12520
2017,"United Kingdom of Great Britain and Northern Ireland","Syrian Arab Rep.",GBR,SYR,9100
2017,Georgia,"Syrian Arab Rep.",GEO,SYR,445
2017,Germany,"Syrian Arab Rep.",DEU,SYR,496674
2017,Ghana,"Syrian Arab Rep.",GHA,SYR,39
2017,Greece,"Syrian Arab Rep.",GRC,SYR,13714
2017,Croatia,"Syrian Arab Rep.",HRV,SYR,194
2017,Hungary,"Syrian Arab Rep.",HUN,SYR,925
2017,Iceland,"Syrian Arab Rep.",ISL,SYR,58
2017,"Cote d'Ivoire","Syrian Arab Rep.",CIV,SYR,12
2017,India,"Syrian Arab Rep.",IND,SYR,87
2017,Indonesia,"Syrian Arab Rep.",IDN,SYR,35
2017,Ireland,"Syrian Arab Rep.",IRL,SYR,718
2017,Iraq,"Syrian Arab Rep.",IRQ,SYR,247057
2017,Italy,"Syrian Arab Rep.",ITA,SYR,3618
2017,Jamaica,"Syrian Arab Rep.",JAM,SYR,5
2017,Jordan,"Syrian Arab Rep.",JOR,SYR,653031
2017,Japan,"Syrian Arab Rep.",JPN,SYR,66
2017,Kazakhstan,"Syrian Arab Rep.",KAZ,SYR,17
2017,Kenya,"Syrian Arab Rep.",KEN,SYR,0
2017,Kyrgyzstan,"Syrian Arab Rep.",KGZ,SYR,69
2017,"Rep. of Korea","Syrian Arab Rep.",KOR,SYR,1122
2017,Kuwait,"Syrian Arab Rep.",KWT,SYR,44
2017,Liberia,"Syrian Arab Rep.",LBR,SYR,7
2017,Libya,"Syrian Arab Rep.",LBY,SYR,257
2017,Lebanon,"Syrian Arab Rep.",LBN,SYR,992127
2017,Liechtenstein,"Syrian Arab Rep.",LIE,SYR,32
2017,"Sri Lanka","Syrian Arab Rep.",LKA,SYR,14
2017,Lithuania,"Syrian Arab Rep.",LTU,SYR,362
2017,Luxembourg,"Syrian Arab Rep.",LUX,SYR,686
2017,Latvia,"Syrian Arab Rep.",LVA,SYR,393
2017,Mauritania,"Syrian Arab Rep.",MRT,SYR,464
2017,"North Macedonia","Syrian Arab Rep.",MKD,SYR,15
2017,"Rep. of Moldova","Syrian Arab Rep.",MDA,SYR,204
2017,Mexico,"Syrian Arab Rep.",MEX,SYR,23
2017,Mali,"Syrian Arab Rep.",MLI,SYR,9
2017,Malaysia,"Syrian Arab Rep.",MYS,SYR,372
2017,Montenegro,"Syrian Arab Rep.",MNE,SYR,0
2017,Morocco,"Syrian Arab Rep.",MAR,SYR,2953
2017,Malta,"Syrian Arab Rep.",MLT,SYR,1289
2017,Mauritius,"Syrian Arab Rep.",MUS,SYR,5
2017,"Netherlands (Kingdom of the)","Syrian Arab Rep.",NLD,SYR,30851
2017,Niger,"Syrian Arab Rep.",NER,SYR,7
2017,Nigeria,"Syrian Arab Rep.",NGA,SYR,154
2017,Norway,"Syrian Arab Rep.",NOR,SYR,13349
2017,"New Zealand","Syrian Arab Rep.",NZL,SYR,65
2017,Oman,"Syrian Arab Rep.",OMN,SYR,7
2017,Pakistan,"Syrian Arab Rep.",PAK,SYR,29
2017,Panama,"Syrian Arab Rep.",PAN,SYR,0
2017,Paraguay,"Syrian Arab Rep.",PRY,SYR,53
2017,Peru,"Syrian Arab Rep.",PER,SYR,38
2017,Philippines,"Syrian Arab Rep.",PHL,SYR,74
2017,Poland,"Syrian Arab Rep.",POL,SYR,512
2017,Portugal,"Syrian Arab Rep.",PRT,SYR,307
2017,Qatar,"Syrian Arab Rep.",QAT,SYR,34
2017,Romania,"Syrian Arab Rep.",ROU,SYR,2282
2017,"South Africa","Syrian Arab Rep.",ZAF,SYR,45
2017,"Russian Federation","Syrian Arab Rep.",RUS,SYR,1130
2017,"El Salvador","Syrian Arab Rep.",SLV,SYR,5
2017,"Saudi Arabia","Syrian Arab Rep.",SAU,SYR,14
2017,Senegal,"Syrian Arab Rep.",SEN,SYR,0
2017,Somalia,"Syrian Arab Rep.",SOM,SYR,172
2017,Spain,"Syrian Arab Rep.",ESP,SYR,11752
2017,"Serbia and Kosovo: S/RES/1244 (1999)","Syrian Arab Rep.",SRB,SYR,73
2017,Sudan,"Syrian Arab Rep.",SDN,SYR,11240
2017,Slovakia,"Syrian Arab Rep.",SVK,SYR,17
2017,Slovenia,"Syrian Arab Rep.",SVN,SYR,215
2017,Sweden,"Syrian Arab Rep.",SWE,SYR,103614
2017,Switzerland,"Syrian Arab Rep.",CHE,SYR,13639
2017,"Syrian Arab Rep.","Syrian Arab Rep.",SYR,SYR,0
2017,Thailand,"Syrian Arab Rep.",THA,SYR,327
2017,Togo,"Syrian Arab Rep.",TGO,SYR,0
2017,"Trinidad and Tobago","Syrian Arab Rep.",TTO,SYR,53
2017,Tunisia,"Syrian Arab Rep.",TUN,SYR,603
2017,Türkiye,"Syrian Arab Rep.",TUR,SYR,3424237
2017,"United Arab Emirates","Syrian Arab Rep.",ARE,SYR,128
2017,Uganda,"Syrian Arab Rep.",UGA,SYR,7
2017,Ukraine,"Syrian Arab Rep.",UKR,SYR,483
2017,Uruguay,"Syrian Arab Rep.",URY,SYR,61
2017,"United States of America","Syrian Arab Rep.",USA,SYR,7282
2017,"Venezuela (Bolivarian Republic of)","Syrian Arab Rep.",VEN,SYR,5
2017,Yemen,"Syrian Arab Rep.",YEM,SYR,3286
2018,Albania,"Syrian Arab Rep.",ALB,SYR,6
2018,Algeria,"Syrian Arab Rep.",DZA,SYR,14
2018,Egypt,"Syrian Arab Rep.",EGY,SYR,132871
2018,Argentina,"Syrian Arab Rep.",ARG,SYR,385
2018,Armenia,"Syrian Arab Rep.",ARM,SYR,14701
2018,Australia,"Syrian Arab Rep.",AUS,SYR,582
2018,Austria,"Syrian Arab Rep.",AUT,SYR,49179
2018,Azerbaijan,"Syrian Arab Rep.",AZE,SYR,15
2018,Belgium,"Syrian Arab Rep.",BEL,SYR,9080
2018,Benin,"Syrian Arab Rep.",BEN,SYR,12
2018,Belarus,"Syrian Arab Rep.",BLR,SYR,66
2018,"Bolivia (Plurinational State of)","Syrian Arab Rep.",BOL,SYR,21
2018,Brazil,"Syrian Arab Rep.",BRA,SYR,3455
2018,"Bosnia and Herzegovina","Syrian Arab Rep.",BIH,SYR,15
2018,Bulgaria,"Syrian Arab Rep.",BGR,SYR,17161
2018,Canada,"Syrian Arab Rep.",CAN,SYR,3558
2018,Chad,"Syrian Arab Rep.",TCD,SYR,57
2018,China,"Syrian Arab Rep.",CHN,SYR,53
2018,Chile,"Syrian Arab Rep.",CHL,SYR,107
2018,Cameroon,"Syrian Arab Rep.",CMR,SYR,22
2018,Congo,"Syrian Arab Rep.",COG,SYR,12
2018,"Dem. Rep. of the Congo","Syrian Arab Rep.",COD,SYR,5
2018,Colombia,"Syrian Arab Rep.",COL,SYR,8
2018,"Costa Rica","Syrian Arab Rep.",CRI,SYR,9
2018,Cuba,"Syrian Arab Rep.",CUB,SYR,44
2018,Cyprus,"Syrian Arab Rep.",CYP,SYR,6259
2018,Czechia,"Syrian Arab Rep.",CZE,SYR,448
2018,Denmark,"Syrian Arab Rep.",DNK,SYR,19698
2018,Djibouti,"Syrian Arab Rep.",DJI,SYR,10
2018,Ecuador,"Syrian Arab Rep.",ECU,SYR,102
2018,Estonia,"Syrian Arab Rep.",EST,SYR,146
2018,Ethiopia,"Syrian Arab Rep.",ETH,SYR,9
2018,Finland,"Syrian Arab Rep.",FIN,SYR,2497
2018,France,"Syrian Arab Rep.",FRA,SYR,15822
2018,"United Kingdom of Great Britain and Northern Ireland","Syrian Arab Rep.",GBR,SYR,9720
2018,Georgia,"Syrian Arab Rep.",GEO,SYR,428
2018,Germany,"Syrian Arab Rep.",DEU,SYR,532065
2018,Ghana,"Syrian Arab Rep.",GHA,SYR,157
2018,Greece,"Syrian Arab Rep.",GRC,SYR,23931
2018,Guinea,"Syrian Arab Rep.",GIN,SYR,5
2018,Croatia,"Syrian Arab Rep.",HRV,SYR,398
2018,Hungary,"Syrian Arab Rep.",HUN,SYR,971
2018,Iceland,"Syrian Arab Rep.",ISL,SYR,87
2018,"Cote d'Ivoire","Syrian Arab Rep.",CIV,SYR,92
2018,India,"Syrian Arab Rep.",IND,SYR,83
2018,Indonesia,"Syrian Arab Rep.",IDN,SYR,29
2018,Ireland,"Syrian Arab Rep.",IRL,SYR,2126
2018,Iraq,"Syrian Arab Rep.",IRQ,SYR,252526
2018,Italy,"Syrian Arab Rep.",ITA,SYR,4652
2018,Jamaica,"Syrian Arab Rep.",JAM,SYR,5
2018,Jordan,"Syrian Arab Rep.",JOR,SYR,676283
2018,Japan,"Syrian Arab Rep.",JPN,SYR,69
2018,Kazakhstan,"Syrian Arab Rep.",KAZ,SYR,15
2018,Kenya,"Syrian Arab Rep.",KEN,SYR,0
2018,Kyrgyzstan,"Syrian Arab Rep.",KGZ,SYR,77
2018,"Rep. of Korea","Syrian Arab Rep.",KOR,SYR,1177
2018,Kuwait,"Syrian Arab Rep.",KWT,SYR,73
2018,Liberia,"Syrian Arab Rep.",LBR,SYR,10
2018,Libya,"Syrian Arab Rep.",LBY,SYR,552
2018,Lebanon,"Syrian Arab Rep.",LBN,SYR,944181
2018,Liechtenstein,"Syrian Arab Rep.",LIE,SYR,32
2018,"Sri Lanka","Syrian Arab Rep.",LKA,SYR,14
2018,Lithuania,"Syrian Arab Rep.",LTU,SYR,435
2018,Luxembourg,"Syrian Arab Rep.",LUX,SYR,686
2018,Latvia,"Syrian Arab Rep.",LVA,SYR,384
2018,Mauritania,"Syrian Arab Rep.",MRT,SYR,332
2018,"North Macedonia","Syrian Arab Rep.",MKD,SYR,17
2018,"Rep. of Moldova","Syrian Arab Rep.",MDA,SYR,213
2018,Mexico,"Syrian Arab Rep.",MEX,SYR,28
2018,Mali,"Syrian Arab Rep.",MLI,SYR,9
2018,Malaysia,"Syrian Arab Rep.",MYS,SYR,421
2018,Montenegro,"Syrian Arab Rep.",MNE,SYR,5
2018,Morocco,"Syrian Arab Rep.",MAR,SYR,3506
2018,Malta,"Syrian Arab Rep.",MLT,SYR,1497
2018,Mauritius,"Syrian Arab Rep.",MUS,SYR,5
2018,"Netherlands (Kingdom of the)","Syrian Arab Rep.",NLD,SYR,32092
2018,Niger,"Syrian Arab Rep.",NER,SYR,11
2018,Nigeria,"Syrian Arab Rep.",NGA,SYR,224
2018,Norway,"Syrian Arab Rep.",NOR,SYR,13914
2018,Nauru,"Syrian Arab Rep.",NRU,SYR,0
2018,"New Zealand","Syrian Arab Rep.",NZL,SYR,68
2018,Oman,"Syrian Arab Rep.",OMN,SYR,7
2018,Pakistan,"Syrian Arab Rep.",PAK,SYR,29
2018,Panama,"Syrian Arab Rep.",PAN,SYR,0
2018,Paraguay,"Syrian Arab Rep.",PRY,SYR,63
2018,Peru,"Syrian Arab Rep.",PER,SYR,44
2018,Philippines,"Syrian Arab Rep.",PHL,SYR,105
2018,Poland,"Syrian Arab Rep.",POL,SYR,531
2018,Portugal,"Syrian Arab Rep.",PRT,SYR,602
2018,Qatar,"Syrian Arab Rep.",QAT,SYR,34
2018,Romania,"Syrian Arab Rep.",ROU,SYR,2292
2018,"South Africa","Syrian Arab Rep.",ZAF,SYR,45
2018,"Russian Federation","Syrian Arab Rep.",RUS,SYR,828
2018,"El Salvador","Syrian Arab Rep.",SLV,SYR,5
2018,"Saudi Arabia","Syrian Arab Rep.",SAU,SYR,103
2018,Senegal,"Syrian Arab Rep.",SEN,SYR,0
2018,Somalia,"Syrian Arab Rep.",SOM,SYR,206
2018,Spain,"Syrian Arab Rep.",ESP,SYR,13765
2018,"Serbia and Kosovo: S/RES/1244 (1999)","Syrian Arab Rep.",SRB,SYR,74
2018,Sudan,"Syrian Arab Rep.",SDN,SYR,93502
2018,Slovakia,"Syrian Arab Rep.",SVK,SYR,14
2018,Slovenia,"Syrian Arab Rep.",SVN,SYR,290
2018,Sweden,"Syrian Arab Rep.",SWE,SYR,109343
2018,Switzerland,"Syrian Arab Rep.",CHE,SYR,16565
2018,"Syrian Arab Rep.","Syrian Arab Rep.",SYR,SYR,0
2018,Thailand,"Syrian Arab Rep.",THA,SYR,276
2018,Togo,"Syrian Arab Rep.",TGO,SYR,0
2018,"Trinidad and Tobago","Syrian Arab Rep.",TTO,SYR,57
2018,Tunisia,"Syrian Arab Rep.",TUN,SYR,927
2018,Türkiye,"Syrian Arab Rep.",TUR,SYR,3622366
2018,"United Arab Emirates","Syrian Arab Rep.",ARE,SYR,287
2018,Uganda,"Syrian Arab Rep.",UGA,SYR,5
2018,Ukraine,"Syrian Arab Rep.",UKR,SYR,457
2018,Uruguay,"Syrian Arab Rep.",URY,SYR,61
2018,"United States of America","Syrian Arab Rep.",USA,SYR,7998
2018,"Venezuela (Bolivarian Republic of)","Syrian Arab Rep.",VEN,SYR,5
2018,Yemen,"Syrian Arab Rep.",YEM,SYR,3446
2018,Zambia,"Syrian Arab Rep.",ZMB,SYR,8
2019,Albania,"Syrian Arab Rep.",ALB,SYR,13
2019,Algeria,"Syrian Arab Rep.",DZA,SYR,7757
2019,Egypt,"Syrian Arab Rep.",EGY,SYR,129210
2019,Argentina,"Syrian Arab Rep.",ARG,SYR,401
2019,Armenia,"Syrian Arab Rep.",ARM,SYR,14730
2019,Australia,"Syrian Arab Rep.",AUS,SYR,613
2019,Austria,"Syrian Arab Rep.",AUT,SYR,51955
2019,Azerbaijan,"Syrian Arab Rep.",AZE,SYR,20
2019,Belgium,"Syrian Arab Rep.",BEL,SYR,16604
2019,Benin,"Syrian Arab Rep.",BEN,SYR,12
2019,"Burkina Faso","Syrian Arab Rep.",BFA,SYR,5
2019,Belarus,"Syrian Arab Rep.",BLR,SYR,68
2019,"Bolivia (Plurinational State of)","Syrian Arab Rep.",BOL,SYR,21
2019,Brazil,"Syrian Arab Rep.",BRA,SYR,3761
2019,"Bosnia and Herzegovina","Syrian Arab Rep.",BIH,SYR,21
2019,Bulgaria,"Syrian Arab Rep.",BGR,SYR,17551
2019,Canada,"Syrian Arab Rep.",CAN,SYR,5
2019,Chad,"Syrian Arab Rep.",TCD,SYR,35
2019,China,"Syrian Arab Rep.",CHN,SYR,50
2019,Chile,"Syrian Arab Rep.",CHL,SYR,112
2019,Cameroon,"Syrian Arab Rep.",CMR,SYR,24
2019,Congo,"Syrian Arab Rep.",COG,SYR,0
2019,"Dem. Rep. of the Congo","Syrian Arab Rep.",COD,SYR,5
2019,Colombia,"Syrian Arab Rep.",COL,SYR,8
2019,"Costa Rica","Syrian Arab Rep.",CRI,SYR,5
2019,Cuba,"Syrian Arab Rep.",CUB,SYR,40
2019,Cyprus,"Syrian Arab Rep.",CYP,SYR,7372
2019,Czechia,"Syrian Arab Rep.",CZE,SYR,408
2019,Denmark,"Syrian Arab Rep.",DNK,SYR,20046
2019,Djibouti,"Syrian Arab Rep.",DJI,SYR,10
2019,Ecuador,"Syrian Arab Rep.",ECU,SYR,146
2019,Estonia,"Syrian Arab Rep.",EST,SYR,127
2019,Ethiopia,"Syrian Arab Rep.",ETH,SYR,0
2019,Finland,"Syrian Arab Rep.",FIN,SYR,2585
2019,France,"Syrian Arab Rep.",FRA,SYR,18244
2019,"United Kingdom of Great Britain and Northern Ireland","Syrian Arab Rep.",GBR,SYR,10389
2019,Georgia,"Syrian Arab Rep.",GEO,SYR,91
2019,Germany,"Syrian Arab Rep.",DEU,SYR,572818
2019,Ghana,"Syrian Arab Rep.",GHA,SYR,167
2019,Greece,"Syrian Arab Rep.",GRC,SYR,26696
2019,Guinea,"Syrian Arab Rep.",GIN,SYR,14
2019,Croatia,"Syrian Arab Rep.",HRV,SYR,527
2019,Hungary,"Syrian Arab Rep.",HUN,SYR,934
2019,Iceland,"Syrian Arab Rep.",ISL,SYR,109
2019,"Cote d'Ivoire","Syrian Arab Rep.",CIV,SYR,132
2019,India,"Syrian Arab Rep.",IND,SYR,70
2019,Indonesia,"Syrian Arab Rep.",IDN,SYR,23
2019,Ireland,"Syrian Arab Rep.",IRL,SYR,2882
2019,Iraq,"Syrian Arab Rep.",IRQ,SYR,245810
2019,Italy,"Syrian Arab Rep.",ITA,SYR,4781
2019,Jordan,"Syrian Arab Rep.",JOR,SYR,654692
2019,Japan,"Syrian Arab Rep.",JPN,SYR,69
2019,Kazakhstan,"Syrian Arab Rep.",KAZ,SYR,14
2019,Kenya,"Syrian Arab Rep.",KEN,SYR,5
2019,Kyrgyzstan,"Syrian Arab Rep.",KGZ,SYR,86
2019,"Rep. of Korea","Syrian Arab Rep.",KOR,SYR,1199
2019,Kuwait,"Syrian Arab Rep.",KWT,SYR,106
2019,Liberia,"Syrian Arab Rep.",LBR,SYR,11
2019,Libya,"Syrian Arab Rep.",LBY,SYR,612
2019,Lebanon,"Syrian Arab Rep.",LBN,SYR,910586
2019,Liechtenstein,"Syrian Arab Rep.",LIE,SYR,32
2019,"Sri Lanka","Syrian Arab Rep.",LKA,SYR,5
2019,Lithuania,"Syrian Arab Rep.",LTU,SYR,453
2019,Luxembourg,"Syrian Arab Rep.",LUX,SYR,951
2019,Latvia,"Syrian Arab Rep.",LVA,SYR,354
2019,Madagascar,"Syrian Arab Rep.",MDG,SYR,5
2019,Mauritania,"Syrian Arab Rep.",MRT,SYR,355
2019,"North Macedonia","Syrian Arab Rep.",MKD,SYR,17
2019,"Rep. of Moldova","Syrian Arab Rep.",MDA,SYR,210
2019,Mexico,"Syrian Arab Rep.",MEX,SYR,29
2019,Mali,"Syrian Arab Rep.",MLI,SYR,20
2019,Malaysia,"Syrian Arab Rep.",MYS,SYR,425
2019,Montenegro,"Syrian Arab Rep.",MNE,SYR,0
2019,Morocco,"Syrian Arab Rep.",MAR,SYR,3676
2019,Malta,"Syrian Arab Rep.",MLT,SYR,1706
2019,"Netherlands (Kingdom of the)","Syrian Arab Rep.",NLD,SYR,31694
2019,Niger,"Syrian Arab Rep.",NER,SYR,7
2019,Nigeria,"Syrian Arab Rep.",NGA,SYR,263
2019,Norway,"Syrian Arab Rep.",NOR,SYR,14359
2019,Nauru,"Syrian Arab Rep.",NRU,SYR,0
2019,"New Zealand","Syrian Arab Rep.",NZL,SYR,69
2019,Oman,"Syrian Arab Rep.",OMN,SYR,8
2019,Pakistan,"Syrian Arab Rep.",PAK,SYR,43
2019,Panama,"Syrian Arab Rep.",PAN,SYR,0
2019,Paraguay,"Syrian Arab Rep.",PRY,SYR,88
2019,Peru,"Syrian Arab Rep.",PER,SYR,42
2019,Philippines,"Syrian Arab Rep.",PHL,SYR,115
2019,Poland,"Syrian Arab Rep.",POL,SYR,542
2019,Portugal,"Syrian Arab Rep.",PRT,SYR,768
2019,Qatar,"Syrian Arab Rep.",QAT,SYR,34
2019,Romania,"Syrian Arab Rep.",ROU,SYR,2090
2019,"South Africa","Syrian Arab Rep.",ZAF,SYR,40
2019,"Russian Federation","Syrian Arab Rep.",RUS,SYR,593
2019,"El Salvador","Syrian Arab Rep.",SLV,SYR,5
2019,"Saudi Arabia","Syrian Arab Rep.",SAU,SYR,152
2019,Senegal,"Syrian Arab Rep.",SEN,SYR,0
2019,Somalia,"Syrian Arab Rep.",SOM,SYR,245
2019,Spain,"Syrian Arab Rep.",ESP,SYR,14133
2019,"Serbia and Kosovo: S/RES/1244 (1999)","Syrian Arab Rep.",SRB,SYR,25
2019,Sudan,"Syrian Arab Rep.",SDN,SYR,93495
2019,Slovakia,"Syrian Arab Rep.",SVK,SYR,14
2019,Slovenia,"Syrian Arab Rep.",SVN,SYR,307
2019,Sweden,"Syrian Arab Rep.",SWE,SYR,113418
2019,Switzerland,"Syrian Arab Rep.",CHE,SYR,18755
2019,"Syrian Arab Rep.","Syrian Arab Rep.",SYR,SYR,0
2019,"United Rep. of Tanzania","Syrian Arab Rep.",TZA,SYR,5
2019,Thailand,"Syrian Arab Rep.",THA,SYR,217
2019,Togo,"Syrian Arab Rep.",TGO,SYR,6
2019,"Trinidad and Tobago","Syrian Arab Rep.",TTO,SYR,58
2019,Tunisia,"Syrian Arab Rep.",TUN,SYR,1382
2019,Türkiye,"Syrian Arab Rep.",TUR,SYR,3576370
2019,"United Arab Emirates","Syrian Arab Rep.",ARE,SYR,333
2019,Uganda,"Syrian Arab Rep.",UGA,SYR,6
2019,Ukraine,"Syrian Arab Rep.",UKR,SYR,462
2019,Uruguay,"Syrian Arab Rep.",URY,SYR,61
2019,"United States of America","Syrian Arab Rep.",USA,SYR,8449
2019,"Venezuela (Bolivarian Republic of)","Syrian Arab Rep.",VEN,SYR,5
2019,Yemen,"Syrian Arab Rep.",YEM,SYR,3551
2019,Zambia,"Syrian Arab Rep.",ZMB,SYR,15
2020,Albania,"Syrian Arab Rep.",ALB,SYR,9
2020,Algeria,"Syrian Arab Rep.",DZA,SYR,6627
2020,Angola,"Syrian Arab Rep.",AGO,SYR,0
2020,Egypt,"Syrian Arab Rep.",EGY,SYR,130577
2020,Argentina,"Syrian Arab Rep.",ARG,SYR,407
2020,Armenia,"Syrian Arab Rep.",ARM,SYR,14741
2020,Australia,"Syrian Arab Rep.",AUS,SYR,645
2020,Austria,"Syrian Arab Rep.",AUT,SYR,54903
2020,Azerbaijan,"Syrian Arab Rep.",AZE,SYR,34
2020,Bahrain,"Syrian Arab Rep.",BHR,SYR,0
2020,Belgium,"Syrian Arab Rep.",BEL,SYR,17693
2020,Benin,"Syrian Arab Rep.",BEN,SYR,22
2020,"Burkina Faso","Syrian Arab Rep.",BFA,SYR,5
2020,Belarus,"Syrian Arab Rep.",BLR,SYR,64
2020,"Bolivia (Plurinational State of)","Syrian Arab Rep.",BOL,SYR,22
2020,Brazil,"Syrian Arab Rep.",BRA,SYR,3924
2020,"Bosnia and Herzegovina","Syrian Arab Rep.",BIH,SYR,22
2020,Bulgaria,"Syrian Arab Rep.",BGR,SYR,18310
2020,Canada,"Syrian Arab Rep.",CAN,SYR,131
2020,Chad,"Syrian Arab Rep.",TCD,SYR,32
2020,China,"Syrian Arab Rep.",CHN,SYR,41
2020,Chile,"Syrian Arab Rep.",CHL,SYR,113
2020,Cameroon,"Syrian Arab Rep.",CMR,SYR,24
2020,Congo,"Syrian Arab Rep.",COG,SYR,5
2020,"Dem. Rep. of the Congo","Syrian Arab Rep.",COD,SYR,8
2020,Colombia,"Syrian Arab Rep.",COL,SYR,8
2020,"Costa Rica","Syrian Arab Rep.",CRI,SYR,5
2020,Cuba,"Syrian Arab Rep.",CUB,SYR,40
2020,Cyprus,"Syrian Arab Rep.",CYP,SYR,8797
2020,Czechia,"Syrian Arab Rep.",CZE,SYR,386
2020,Denmark,"Syrian Arab Rep.",DNK,SYR,19878
2020,Djibouti,"Syrian Arab Rep.",DJI,SYR,10
2020,Ecuador,"Syrian Arab Rep.",ECU,SYR,142
2020,Estonia,"Syrian Arab Rep.",EST,SYR,105
2020,Ethiopia,"Syrian Arab Rep.",ETH,SYR,6
2020,Finland,"Syrian Arab Rep.",FIN,SYR,2620
2020,France,"Syrian Arab Rep.",FRA,SYR,21849
2020,"United Kingdom of Great Britain and Northern Ireland","Syrian Arab Rep.",GBR,SYR,10919
2020,Georgia,"Syrian Arab Rep.",GEO,SYR,437
2020,Germany,"Syrian Arab Rep.",DEU,SYR,605338
2020,Ghana,"Syrian Arab Rep.",GHA,SYR,230
2020,Greece,"Syrian Arab Rep.",GRC,SYR,36448
2020,Guinea,"Syrian Arab Rep.",GIN,SYR,17
2020,Croatia,"Syrian Arab Rep.",HRV,SYR,539
2020,Hungary,"Syrian Arab Rep.",HUN,SYR,923
2020,Iceland,"Syrian Arab Rep.",ISL,SYR,167
2020,"Cote d'Ivoire","Syrian Arab Rep.",CIV,SYR,142
2020,India,"Syrian Arab Rep.",IND,SYR,63
2020,Indonesia,"Syrian Arab Rep.",IDN,SYR,23
2020,Ireland,"Syrian Arab Rep.",IRL,SYR,3126
2020,Iraq,"Syrian Arab Rep.",IRQ,SYR,242163
2020,Italy,"Syrian Arab Rep.",ITA,SYR,3508
2020,Jordan,"Syrian Arab Rep.",JOR,SYR,662790
2020,Japan,"Syrian Arab Rep.",JPN,SYR,73
2020,Kazakhstan,"Syrian Arab Rep.",KAZ,SYR,14
2020,Kenya,"Syrian Arab Rep.",KEN,SYR,5
2020,Kyrgyzstan,"Syrian Arab Rep.",KGZ,SYR,78
2020,"Rep. of Korea","Syrian Arab Rep.",KOR,SYR,1236
2020,Kuwait,"Syrian Arab Rep.",KWT,SYR,139
